SDAccel Profile Summary
Generated on: 2018-05-04 13:52:25
Msec since Epoch: 1525463545131
Profiled application: gemx_host.exe
Target platform: Xilinx
Tool version: 2017.4
Target devices: xilinx_vcu1525_dynamic_5_0-0
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateProgramWithBinary,1,3931.72,3931.72,3931.72,3931.72,
clEnqueueReadBuffer,3,5.36467,1.03863,1.78822,3.17722,
clEnqueueWriteBuffer,3,3.28008,0.918627,1.09336,1.31052,
clCreateBuffer,3,1.95142,0.627875,0.650473,0.686839,
clReleaseKernel,3,0.801896,0.247457,0.267299,0.284072,
clEnqueueNDRangeKernel,3,0.146389,0.02031,0.0487963,0.103421,
clReleaseProgram,1,0.061121,0.061121,0.061121,0.061121,
clGetMemObjectInfo,12,0.038026,0.0018,0.00316883,0.005978,
clRetainContext,20,0.037051,0.00121,0.00185255,0.00377,
clReleaseEvent,9,0.032216,0.000628,0.00357956,0.012947,
clGetCommandQueueInfo,9,0.030878,0.001855,0.00343089,0.005243,
clReleaseContext,21,0.029881,0.000685,0.0014229,0.008838,
clGetKernelInfo,12,0.028564,0.001287,0.00238033,0.005577,
clCreateKernel,3,0.026181,0.00282,0.008727,0.019868,
clGetContextInfo,2,0.021293,0.00192,0.0106465,0.019373,
clSetKernelArg,6,0.020898,0.001442,0.003483,0.007854,
clGetDeviceInfo,15,0.020698,0.000663,0.00137987,0.00491,
clCreateContext,1,0.019132,0.019132,0.019132,0.019132,
clBuildProgram,1,0.014998,0.014998,0.014998,0.014998,
clGetDeviceIDs,2,0.014185,0.00111,0.0070925,0.013075,
clGetPlatformIDs,2,0.01405,0.001005,0.007025,0.013045,
clReleaseMemObject,3,0.009066,0.000788,0.003022,0.007403,
clCreateCommandQueue,1,0.008458,0.008458,0.008458,0.008458,
clReleaseCommandQueue,1,0.00446,0.00446,0.00446,0.00446,


Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
gemxKernel_0,1,0.45772,0.45772,0.45772,0.45772,
gemxKernel_1,1,0.298584,0.298584,0.298584,0.298584,
gemxKernel_2,1,0.30946,0.30946,0.30946,0.30946,


Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),Clock Frequency (MHz),
xilinx_vcu1525_dynamic_5_0-0,gemxKernel_0,gemxKernel_0,1:1:1,1:1:1,1,0.291118,0.291118,0.291118,0.291118,211,
xilinx_vcu1525_dynamic_5_0-0,gemxKernel_1,gemxKernel_1,1:1:1,1:1:1,1,0.250555,0.250555,0.250555,0.250555,211,
xilinx_vcu1525_dynamic_5_0-0,gemxKernel_2,gemxKernel_2,1:1:1,1:1:1,1,0.261734,0.261734,0.261734,0.261734,211,


Data Transfer: Host and Global Memory
Context:Number of Devices,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Total Time (ms),Average Time (ms),
context0:1,READ,3,1170.381469,12.191474,1220.61,3.128744,1.042915,
context0:1,WRITE,3,6088.584685,63.422757,2441.22,1.202849,0.400950,


Data Transfer: Kernels and Global Memory
Device,Compute Unit/Port Name,Kernel Arguments,DDR Bank,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Average Latency (ns),


Top Data Transfer: Kernels and Global Memory
Device,Compute Unit,Number of Transfers,Average Bytes per Transfer,Transfer Efficiency (%),Total Data Transfer (MB),Total Write (MB),Total Read (MB),Transfer Rate (MB/s),Average Bandwidth Utilization (%),


Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
7293280,gemxKernel_0,0,0,xilinx_vcu1525_dynamic_5_0-0,4493.52,0.45772,1:1:1,1:1:1,
7293872,gemxKernel_2,0,0,xilinx_vcu1525_dynamic_5_0-0,4495.02,0.30946,1:1:1,1:1:1,
7293552,gemxKernel_1,0,0,xilinx_vcu1525_dynamic_5_0-0,4494.37,0.298584,1:1:1,1:1:1,


Top Buffer Writes
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Writing Rate(MB/s),
0,0,0,4493.15,0.439654,2441.22,5552.584532,
51539607552,0,0,4493.98,0.398220,2441.22,6130.319924,
17179869184,0,0,4494.67,0.364975,2441.22,6688.721145,


Top Buffer Reads
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Reading Rate(MB/s),
0,0,0,4495.36,1.119159,1220.61,1090.647531,
17179869184,0,0,4497.67,1.091250,1220.61,1118.541123,
51539607552,0,0,4496.64,0.918335,1220.61,1329.153305,


PRC Parameters
Parameter,Element,Value,
DEVICE_EXEC_TIME,xilinx_vcu1525_dynamic_5_0-0,1.812758,
CU_CALLS,xilinx_vcu1525_dynamic_5_0-0|gemxKernel_0,1,
CU_CALLS,xilinx_vcu1525_dynamic_5_0-0|gemxKernel_1,1,
CU_CALLS,xilinx_vcu1525_dynamic_5_0-0|gemxKernel_2,1,
MEMORY_BIT_WIDTH,xilinx_vcu1525_dynamic_5_0-0,512,


